customer_id,customer_gender,customer_age,customer_city,customer_signup_days_ago,preferred_vehicle_type,total_bookings,completed_rides,cancelled_rides,incomplete_rides,cancellation_rate,avg_customer_rating,customer_cancel_flag
C_002962,Male,32,Chennai,121,Auto,4,1,3,0,0.75,4.7,1
C_002963,Non-Binary,24,Hyderabad,51,Bike,10,5,3,2,0.3,3.5,1
C_002964,Female,38,Mumbai,201,Auto,19,11,6,2,0.3157894736842105,4.0,1
C_002965,Female,59,Chennai,633,Cab,6,1,3,2,0.5,4.4,1
C_002966,Non-Binary,43,Mumbai,221,Auto,11,8,2,1,0.18181818181818182,4.8,0
C_002967,Male,61,Mumbai,106,Bike,8,4,3,1,0.375,3.8,1
C_002968,Male,31,Bangalore,310,Auto,4,3,1,0,0.25,4.6,1
C_002969,Female,54,Hyderabad,393,Cab,10,7,3,0,0.3,4.2,1
C_002970,Female,38,Hyderabad,208,Cab,9,7,2,0,0.2222222222222222,4.8,1
C_002971,Female,35,Delhi,267,Auto,9,7,0,2,0.0,3.9,0
C_002972,Male,22,Bangalore,164,Cab,13,11,2,0,0.15384615384615385,4.4,0
C_002973,Female,20,Chennai,906,Auto,13,9,3,1,0.23076923076923078,4.5,1
C_002974,Male,40,Bangalore,931,Bike,12,10,1,1,0.08333333333333333,4.9,0
C_002975,Male,43,Chennai,309,Cab,10,9,1,0,0.1,4.0,0
C_002976,Male,54,Hyderabad,48,Cab,11,7,4,0,0.36363636363636365,4.9,1
C_002977,Non-Binary,41,Delhi,624,Bike,12,7,4,1,0.3333333333333333,4.7,1
C_002978,Non-Binary,36,Delhi,769,Auto,8,7,1,0,0.125,4.9,0
C_002979,Female,42,Hyderabad,400,Cab,8,4,4,0,0.5,3.8,1
C_002980,Non-Binary,38,Mumbai,806,Bike,13,11,1,1,0.07692307692307693,4.6,0
C_002981,Male,29,Bangalore,141,Auto,10,6,3,1,0.3,4.1,1
C_002982,Male,58,Delhi,792,Auto,9,5,4,0,0.4444444444444444,4.8,1
C_002983,Female,50,Mumbai,705,Cab,11,5,4,2,0.36363636363636365,4.8,1
C_002984,Male,21,Chennai,899,Bike,16,10,4,2,0.25,3.9,1
C_002985,Non-Binary,59,Delhi,709,Auto,11,8,2,1,0.18181818181818182,5.0,0
C_002986,Non-Binary,24,Chennai,250,Cab,13,9,3,1,0.23076923076923078,5.0,1
C_002987,Non-Binary,39,Mumbai,949,Bike,7,2,4,1,0.5714285714285714,4.1,1
C_002988,Male,50,Chennai,333,Auto,12,7,3,2,0.25,3.7,1
C_002989,Female,34,Mumbai,732,Cab,9,9,0,0,0.0,5.0,0
C_002990,Male,41,Chennai,354,Cab,7,4,3,0,0.42857142857142855,3.6,1
C_002991,Female,51,Bangalore,466,Cab,12,9,1,2,0.08333333333333333,4.0,0
C_002992,Non-Binary,45,Delhi,467,Cab,16,12,2,2,0.125,4.9,0
C_002993,Non-Binary,60,Delhi,199,Cab,8,6,1,1,0.125,4.1,0
C_002994,Non-Binary,58,Mumbai,404,Auto,13,8,5,0,0.38461538461538464,4.1,1
C_002995,Male,56,Chennai,586,Bike,8,7,1,0,0.125,4.7,0
C_002996,Non-Binary,39,Hyderabad,410,Auto,15,10,4,1,0.26666666666666666,4.5,1
C_002997,Female,34,Delhi,43,Cab,7,6,1,0,0.14285714285714285,4.9,0
C_002998,Male,51,Chennai,772,Auto,10,8,1,1,0.1,4.6,0
C_002999,Female,23,Chennai,698,Bike,14,8,6,0,0.42857142857142855,4.3,1
C_003000,Non-Binary,63,Bangalore,529,Cab,7,3,3,1,0.42857142857142855,4.6,1
C_003001,Male,23,Hyderabad,675,Bike,6,6,0,0,0.0,4.5,0
C_003002,Male,51,Delhi,420,Cab,12,7,4,1,0.3333333333333333,3.9,1
C_003003,Male,18,Bangalore,578,Auto,8,5,2,1,0.25,4.0,1
C_003004,Female,27,Hyderabad,594,Cab,8,7,1,0,0.125,3.8,0
C_003005,Non-Binary,38,Delhi,559,Cab,8,5,3,0,0.375,4.5,1
C_003006,Male,22,Bangalore,521,Cab,5,3,2,0,0.4,4.0,1
C_003007,Non-Binary,19,Hyderabad,579,Cab,13,9,4,0,0.3076923076923077,3.8,1
C_003008,Female,39,Delhi,728,Cab,13,7,2,4,0.15384615384615385,3.7,0
C_003009,Female,19,Hyderabad,414,Bike,8,5,1,2,0.125,3.8,0
C_003010,Female,27,Chennai,225,Auto,6,4,2,0,0.3333333333333333,4.6,1
C_003011,Female,51,Mumbai,784,Cab,14,8,5,1,0.35714285714285715,4.3,1
C_003012,Male,33,Mumbai,329,Cab,8,4,4,0,0.5,4.1,1
C_003013,Male,56,Chennai,844,Cab,12,8,3,1,0.25,4.5,1
C_003014,Male,39,Hyderabad,576,Cab,11,7,3,1,0.2727272727272727,5.0,1
C_003015,Male,29,Chennai,756,Auto,9,5,4,0,0.4444444444444444,4.7,1
C_003016,Male,41,Mumbai,760,Cab,13,11,1,1,0.07692307692307693,4.9,0
C_003017,Non-Binary,64,Mumbai,857,Bike,12,7,3,2,0.25,4.7,1
C_003018,Non-Binary,57,Hyderabad,631,Auto,12,10,2,0,0.16666666666666666,4.9,0
C_003019,Female,55,Mumbai,337,Bike,8,7,1,0,0.125,4.0,0
C_003020,Non-Binary,27,Chennai,281,Auto,7,6,0,1,0.0,4.0,0
C_003021,Non-Binary,52,Hyderabad,37,Cab,9,7,0,2,0.0,4.7,0
C_003022,Non-Binary,49,Chennai,797,Auto,14,12,2,0,0.14285714285714285,4.7,0
C_003023,Male,24,Hyderabad,904,Bike,12,11,1,0,0.08333333333333333,4.7,0
C_003024,Non-Binary,38,Mumbai,237,Auto,11,7,4,0,0.36363636363636365,4.6,1
C_003025,Female,37,Delhi,966,Auto,13,9,3,1,0.23076923076923078,4.7,1
C_003026,Male,43,Hyderabad,160,Bike,14,8,5,1,0.35714285714285715,4.6,1
C_003027,Female,21,Hyderabad,765,Cab,10,5,3,2,0.3,3.8,1
C_003028,Female,63,Delhi,738,Auto,5,3,1,1,0.2,4.9,0
C_003029,Non-Binary,39,Mumbai,683,Auto,12,9,2,1,0.16666666666666666,3.9,0
C_003030,Male,32,Chennai,793,Bike,7,5,2,0,0.2857142857142857,3.8,1
C_003031,Female,57,Bangalore,637,Cab,10,4,6,0,0.6,4.1,1
C_003032,Non-Binary,38,Delhi,55,Cab,16,13,3,0,0.1875,4.8,0
C_003033,Female,32,Bangalore,652,Bike,9,7,0,2,0.0,4.7,0
C_003034,Non-Binary,39,Mumbai,483,Bike,9,5,3,1,0.3333333333333333,4.2,1
C_003035,Male,45,Hyderabad,664,Bike,10,6,3,1,0.3,4.8,1
C_003036,Male,31,Hyderabad,215,Bike,12,7,4,1,0.3333333333333333,4.3,1
C_003037,Female,44,Mumbai,513,Bike,9,6,3,0,0.3333333333333333,3.6,1
C_003038,Male,58,Chennai,709,Auto,5,4,1,0,0.2,4.9,0
C_003039,Non-Binary,57,Chennai,80,Cab,14,7,5,2,0.35714285714285715,3.9,1
C_003040,Female,45,Mumbai,920,Auto,7,4,1,2,0.14285714285714285,4.9,0
C_003041,Female,43,Mumbai,34,Auto,14,9,4,1,0.2857142857142857,4.5,1
C_003042,Male,19,Mumbai,618,Cab,9,5,2,2,0.2222222222222222,4.5,1
C_003043,Female,42,Mumbai,189,Cab,9,7,2,0,0.2222222222222222,4.3,1
C_003044,Female,20,Mumbai,237,Cab,4,4,0,0,0.0,4.7,0
C_003045,Male,25,Mumbai,286,Cab,15,11,3,1,0.2,3.6,0
C_003046,Male,61,Hyderabad,234,Bike,6,4,1,1,0.16666666666666666,3.5,0
C_003047,Male,50,Bangalore,796,Auto,10,5,3,2,0.3,4.6,1
C_003048,Male,59,Chennai,979,Bike,12,8,4,0,0.3333333333333333,4.1,1
C_003049,Non-Binary,52,Bangalore,40,Auto,11,5,4,2,0.36363636363636365,4.6,1
C_003050,Male,23,Hyderabad,978,Bike,9,7,2,0,0.2222222222222222,3.5,1
C_003051,Male,56,Delhi,37,Cab,11,8,3,0,0.2727272727272727,4.6,1
C_003052,Female,40,Bangalore,438,Bike,12,7,4,1,0.3333333333333333,3.6,1
C_003053,Non-Binary,42,Delhi,965,Cab,11,5,5,1,0.45454545454545453,4.1,1
C_003054,Non-Binary,60,Hyderabad,61,Auto,8,3,5,0,0.625,3.7,1
C_003055,Non-Binary,36,Chennai,569,Bike,13,10,2,1,0.15384615384615385,3.8,0
C_003056,Male,22,Delhi,747,Bike,15,15,0,0,0.0,3.7,0
C_003057,Male,28,Hyderabad,416,Auto,14,10,3,1,0.21428571428571427,4.0,1
C_003058,Non-Binary,29,Mumbai,257,Auto,9,5,4,0,0.4444444444444444,4.6,1
C_003059,Male,27,Chennai,669,Auto,14,10,3,1,0.21428571428571427,4.7,1
C_003060,Male,25,Mumbai,796,Cab,10,9,1,0,0.1,4.4,0
C_003061,Male,41,Chennai,504,Auto,7,5,2,0,0.2857142857142857,4.8,1
C_003062,Male,45,Chennai,753,Bike,6,3,2,1,0.3333333333333333,3.9,1
C_003063,Male,58,Bangalore,780,Auto,11,4,7,0,0.6363636363636364,4.2,1
C_003064,Female,53,Chennai,236,Auto,11,6,5,0,0.45454545454545453,3.7,1
C_003065,Male,54,Bangalore,347,Auto,21,16,4,1,0.19047619047619047,4.1,0
C_003066,Female,38,Delhi,824,Auto,11,8,2,1,0.18181818181818182,3.9,0
C_003067,Male,25,Chennai,786,Cab,10,7,2,1,0.2,4.5,0
C_003068,Female,26,Delhi,586,Bike,6,3,2,1,0.3333333333333333,4.0,1
C_003069,Female,64,Chennai,646,Cab,10,7,3,0,0.3,4.3,1
C_003070,Non-Binary,32,Bangalore,377,Cab,9,4,3,2,0.3333333333333333,4.1,1
C_003071,Non-Binary,63,Mumbai,822,Bike,3,3,0,0,0.0,4.1,0
C_003072,Male,57,Chennai,263,Auto,9,5,3,1,0.3333333333333333,4.7,1
C_003073,Female,35,Hyderabad,730,Auto,12,9,1,2,0.08333333333333333,4.5,0
C_003074,Male,59,Mumbai,73,Auto,5,4,1,0,0.2,4.3,0
C_003075,Non-Binary,37,Bangalore,766,Cab,6,4,1,1,0.16666666666666666,4.0,0
C_003076,Female,23,Hyderabad,971,Bike,13,11,2,0,0.15384615384615385,3.7,0
C_003077,Female,29,Delhi,171,Bike,11,9,1,1,0.09090909090909091,4.0,0
C_003078,Non-Binary,19,Bangalore,677,Bike,10,7,1,2,0.1,3.9,0
C_003079,Male,24,Mumbai,205,Cab,12,7,4,1,0.3333333333333333,5.0,1
C_003080,Non-Binary,33,Delhi,683,Cab,5,2,0,3,0.0,4.3,0
C_003081,Male,20,Delhi,478,Cab,11,9,2,0,0.18181818181818182,4.4,0
C_003082,Male,62,Bangalore,621,Cab,5,1,3,1,0.6,4.8,1
C_003083,Female,20,Mumbai,111,Bike,7,6,0,1,0.0,4.7,0
C_003084,Non-Binary,44,Bangalore,164,Auto,7,5,1,1,0.14285714285714285,3.9,0
C_003085,Male,60,Hyderabad,748,Bike,7,5,1,1,0.14285714285714285,4.0,0
C_003086,Female,57,Hyderabad,885,Cab,11,4,4,3,0.36363636363636365,4.3,1
C_003087,Non-Binary,55,Chennai,206,Cab,12,9,2,1,0.16666666666666666,4.1,0
C_003088,Non-Binary,50,Delhi,412,Cab,6,3,2,1,0.3333333333333333,3.5,1
C_003089,Female,45,Chennai,272,Auto,15,9,4,2,0.26666666666666666,4.2,1
C_003090,Male,18,Mumbai,596,Bike,8,5,2,1,0.25,3.6,1
C_003091,Female,25,Hyderabad,170,Auto,13,9,4,0,0.3076923076923077,4.4,1
C_003092,Non-Binary,54,Chennai,486,Auto,8,8,0,0,0.0,3.8,0
C_003093,Female,49,Hyderabad,469,Bike,11,9,2,0,0.18181818181818182,4.0,0
C_003094,Female,60,Hyderabad,85,Bike,9,6,2,1,0.2222222222222222,3.6,1
C_003095,Non-Binary,54,Hyderabad,556,Bike,17,8,5,4,0.29411764705882354,3.9,1
C_003096,Female,21,Bangalore,726,Cab,7,6,1,0,0.14285714285714285,3.7,0
C_003097,Non-Binary,47,Chennai,855,Auto,12,9,3,0,0.25,4.1,1
C_003098,Male,23,Delhi,448,Auto,10,8,2,0,0.2,3.6,0
C_003099,Non-Binary,63,Chennai,117,Cab,11,9,2,0,0.18181818181818182,4.4,0
C_003100,Female,36,Delhi,638,Cab,15,13,2,0,0.13333333333333333,4.6,0
C_003101,Female,49,Chennai,685,Bike,6,6,0,0,0.0,4.9,0
C_003102,Non-Binary,26,Chennai,37,Auto,12,8,3,1,0.25,4.1,1
C_003103,Non-Binary,29,Hyderabad,506,Bike,7,6,1,0,0.14285714285714285,4.4,0
C_003104,Non-Binary,28,Delhi,244,Cab,10,6,4,0,0.4,4.2,1
C_003105,Male,63,Delhi,714,Auto,2,1,1,0,0.5,3.5,1
C_003106,Male,33,Delhi,764,Cab,9,5,3,1,0.3333333333333333,3.7,1
C_003107,Female,18,Chennai,581,Cab,14,9,4,1,0.2857142857142857,4.9,1
C_003108,Female,62,Delhi,526,Auto,14,9,4,1,0.2857142857142857,4.1,1
C_003109,Non-Binary,38,Chennai,723,Auto,7,2,5,0,0.7142857142857143,4.0,1
C_003110,Non-Binary,47,Bangalore,532,Bike,6,5,0,1,0.0,4.6,0
C_003111,Female,30,Hyderabad,811,Bike,10,7,2,1,0.2,4.2,0
C_003112,Female,51,Mumbai,728,Cab,9,7,2,0,0.2222222222222222,3.9,1
C_003113,Male,21,Bangalore,274,Auto,11,9,2,0,0.18181818181818182,4.8,0
C_003114,Male,45,Delhi,507,Cab,8,4,3,1,0.375,3.9,1
C_003115,Male,55,Hyderabad,338,Auto,10,8,1,1,0.1,4.7,0
C_003116,Non-Binary,48,Hyderabad,260,Auto,8,5,3,0,0.375,4.5,1
C_003117,Male,44,Hyderabad,412,Auto,11,10,1,0,0.09090909090909091,3.5,0
C_003118,Female,22,Hyderabad,184,Bike,10,6,3,1,0.3,3.9,1
C_003119,Non-Binary,42,Delhi,204,Auto,5,4,1,0,0.2,4.8,0
C_003120,Non-Binary,20,Hyderabad,877,Auto,7,5,1,1,0.14285714285714285,4.2,0
C_003121,Male,50,Mumbai,144,Cab,10,4,4,2,0.4,4.7,1
C_003122,Male,21,Mumbai,419,Bike,13,6,3,4,0.23076923076923078,4.9,1
C_003123,Female,42,Hyderabad,340,Bike,11,8,2,1,0.18181818181818182,4.2,0
C_003124,Non-Binary,37,Chennai,329,Cab,11,8,3,0,0.2727272727272727,4.3,1
C_003125,Male,51,Delhi,47,Bike,16,10,4,2,0.25,5.0,1
C_003126,Male,43,Mumbai,813,Bike,9,5,2,2,0.2222222222222222,3.8,1
C_003127,Male,22,Mumbai,41,Auto,16,13,2,1,0.125,4.0,0
C_003128,Non-Binary,52,Mumbai,433,Auto,13,12,0,1,0.0,3.7,0
C_003129,Female,45,Bangalore,842,Bike,12,8,2,2,0.16666666666666666,4.3,0
C_003130,Non-Binary,46,Bangalore,733,Cab,7,5,0,2,0.0,4.6,0
C_003131,Female,26,Mumbai,261,Cab,7,6,1,0,0.14285714285714285,3.8,0
C_003132,Male,55,Chennai,984,Bike,10,4,5,1,0.5,4.0,1
C_003133,Male,23,Delhi,634,Cab,11,8,3,0,0.2727272727272727,4.5,1
C_003134,Female,36,Delhi,759,Bike,7,6,1,0,0.14285714285714285,4.3,0
C_003135,Male,61,Mumbai,307,Bike,13,10,2,1,0.15384615384615385,3.8,0
C_003136,Female,28,Mumbai,382,Cab,11,6,5,0,0.45454545454545453,4.8,1
C_003137,Female,19,Delhi,332,Auto,5,2,2,1,0.4,4.3,1
C_003138,Non-Binary,64,Chennai,570,Bike,6,3,2,1,0.3333333333333333,4.9,1
C_003139,Female,61,Bangalore,499,Cab,10,6,2,2,0.2,3.6,0
C_003140,Female,61,Bangalore,842,Auto,11,7,3,1,0.2727272727272727,4.8,1
C_003141,Male,26,Mumbai,106,Auto,9,4,5,0,0.5555555555555556,3.6,1
C_003142,Male,38,Delhi,550,Auto,10,6,3,1,0.3,5.0,1
C_003143,Female,41,Bangalore,53,Bike,9,4,4,1,0.4444444444444444,4.7,1
C_003144,Non-Binary,51,Chennai,44,Auto,4,4,0,0,0.0,4.4,0
C_003145,Female,39,Mumbai,705,Bike,5,2,3,0,0.6,3.6,1
C_003146,Female,20,Hyderabad,554,Bike,11,7,4,0,0.36363636363636365,4.4,1
C_003147,Male,29,Mumbai,376,Bike,10,6,3,1,0.3,4.1,1
C_003148,Female,45,Hyderabad,201,Auto,15,10,5,0,0.3333333333333333,4.8,1
C_003149,Female,47,Mumbai,898,Auto,8,7,0,1,0.0,3.6,0
C_003150,Female,43,Delhi,356,Bike,10,7,2,1,0.2,3.9,0
C_003151,Male,38,Delhi,741,Cab,6,4,2,0,0.3333333333333333,4.7,1
C_003152,Male,45,Delhi,514,Bike,9,5,4,0,0.4444444444444444,4.3,1
C_003153,Male,43,Delhi,518,Cab,7,3,2,2,0.2857142857142857,3.7,1
C_003154,Female,50,Chennai,491,Cab,7,4,1,2,0.14285714285714285,3.5,0
C_003155,Male,38,Chennai,407,Auto,7,6,0,1,0.0,4.4,0
C_003156,Non-Binary,52,Hyderabad,617,Cab,18,13,5,0,0.2777777777777778,4.6,1
C_003157,Female,51,Chennai,193,Auto,16,13,2,1,0.125,3.8,0
C_003158,Non-Binary,58,Mumbai,401,Bike,6,2,2,2,0.3333333333333333,4.4,1
C_003159,Male,64,Delhi,602,Bike,8,5,1,2,0.125,3.9,0
C_003160,Non-Binary,35,Bangalore,453,Bike,7,5,2,0,0.2857142857142857,4.2,1
C_003161,Female,28,Bangalore,786,Auto,16,11,3,2,0.1875,3.5,0
C_003162,Male,40,Bangalore,506,Cab,8,4,4,0,0.5,4.2,1
C_003163,Non-Binary,39,Mumbai,411,Cab,9,6,3,0,0.3333333333333333,4.1,1
C_003164,Female,34,Bangalore,184,Cab,15,8,2,5,0.13333333333333333,4.3,0
C_003165,Male,22,Bangalore,286,Bike,8,6,0,2,0.0,3.8,0
C_003166,Non-Binary,61,Hyderabad,785,Bike,9,4,2,3,0.2222222222222222,3.8,1
C_003167,Female,28,Mumbai,703,Cab,14,7,4,3,0.2857142857142857,4.1,1
C_003168,Female,47,Mumbai,97,Auto,11,7,4,0,0.36363636363636365,4.1,1
C_003169,Non-Binary,32,Bangalore,373,Cab,9,6,2,1,0.2222222222222222,4.5,1
C_003170,Male,44,Mumbai,306,Auto,11,7,4,0,0.36363636363636365,3.8,1
C_003171,Male,52,Hyderabad,702,Bike,10,4,4,2,0.4,4.0,1
C_003172,Female,50,Hyderabad,420,Bike,7,5,2,0,0.2857142857142857,4.1,1
C_003173,Non-Binary,37,Delhi,478,Bike,16,7,9,0,0.5625,4.0,1
C_003174,Non-Binary,33,Hyderabad,288,Auto,12,10,1,1,0.08333333333333333,3.9,0
C_003175,Female,51,Delhi,336,Bike,16,11,4,1,0.25,3.7,1
C_003176,Female,19,Bangalore,876,Auto,14,7,3,4,0.21428571428571427,4.5,1
C_003177,Non-Binary,52,Delhi,124,Cab,7,5,1,1,0.14285714285714285,4.7,0
C_003178,Non-Binary,57,Delhi,979,Auto,16,11,3,2,0.1875,4.2,0
C_003179,Male,45,Bangalore,493,Bike,12,10,2,0,0.16666666666666666,4.4,0
C_003180,Male,64,Delhi,999,Auto,9,4,3,2,0.3333333333333333,4.6,1
C_003181,Non-Binary,56,Hyderabad,275,Bike,5,3,1,1,0.2,4.7,0
C_003182,Female,23,Bangalore,762,Bike,10,9,0,1,0.0,4.7,0
C_003183,Non-Binary,26,Mumbai,664,Auto,10,7,2,1,0.2,5.0,0
C_003184,Non-Binary,37,Delhi,216,Cab,10,5,4,1,0.4,4.3,1
C_003185,Female,18,Hyderabad,803,Cab,11,8,2,1,0.18181818181818182,3.7,0
C_003186,Non-Binary,25,Mumbai,954,Cab,10,8,1,1,0.1,5.0,0
C_003187,Female,40,Bangalore,814,Bike,9,8,1,0,0.1111111111111111,3.8,0
C_003188,Female,20,Bangalore,402,Bike,14,12,2,0,0.14285714285714285,3.7,0
C_003189,Non-Binary,21,Bangalore,601,Bike,10,7,3,0,0.3,4.2,1
C_003190,Non-Binary,42,Hyderabad,435,Cab,7,5,2,0,0.2857142857142857,4.6,1
C_003191,Non-Binary,64,Mumbai,437,Auto,11,9,2,0,0.18181818181818182,4.7,0
C_003192,Non-Binary,55,Bangalore,154,Bike,7,5,2,0,0.2857142857142857,3.8,1
C_003193,Female,32,Hyderabad,366,Cab,12,9,2,1,0.16666666666666666,4.4,0
C_003194,Male,38,Chennai,370,Bike,9,8,1,0,0.1111111111111111,4.3,0
C_003195,Female,52,Hyderabad,592,Auto,5,4,1,0,0.2,4.4,0
C_003196,Female,63,Chennai,207,Bike,15,13,2,0,0.13333333333333333,3.6,0
C_003197,Non-Binary,31,Mumbai,680,Cab,12,10,2,0,0.16666666666666666,4.3,0
C_003198,Male,53,Bangalore,981,Bike,12,7,5,0,0.4166666666666667,3.7,1
C_003199,Male,29,Bangalore,868,Auto,11,8,2,1,0.18181818181818182,3.6,0
C_003200,Male,34,Delhi,199,Bike,15,7,7,1,0.4666666666666667,4.8,1
C_003201,Female,56,Bangalore,68,Auto,13,11,1,1,0.07692307692307693,4.7,0
C_003202,Non-Binary,26,Mumbai,98,Bike,8,6,1,1,0.125,4.0,0
C_003203,Female,52,Hyderabad,265,Cab,10,6,4,0,0.4,4.2,1
C_003204,Male,30,Mumbai,589,Bike,4,4,0,0,0.0,4.5,0
C_003205,Male,32,Bangalore,410,Cab,8,6,2,0,0.25,5.0,1
C_003206,Non-Binary,35,Hyderabad,86,Auto,7,5,0,2,0.0,4.8,0
C_003207,Female,50,Mumbai,306,Bike,11,8,0,3,0.0,4.0,0
C_003208,Female,23,Bangalore,879,Auto,12,6,4,2,0.3333333333333333,4.6,1
C_003209,Non-Binary,44,Bangalore,128,Bike,11,6,1,4,0.09090909090909091,4.6,0
C_003210,Female,40,Bangalore,945,Cab,6,4,2,0,0.3333333333333333,3.6,1
C_003211,Male,44,Delhi,556,Bike,5,3,2,0,0.4,4.9,1
C_003212,Non-Binary,51,Delhi,354,Bike,11,9,2,0,0.18181818181818182,4.5,0
C_003213,Female,63,Delhi,490,Bike,11,5,5,1,0.45454545454545453,4.2,1
C_003214,Female,55,Hyderabad,208,Bike,9,5,3,1,0.3333333333333333,4.0,1
C_003215,Female,31,Mumbai,873,Auto,14,8,5,1,0.35714285714285715,3.8,1
C_003216,Non-Binary,53,Hyderabad,603,Bike,16,14,1,1,0.0625,4.5,0
C_003217,Female,25,Hyderabad,148,Auto,7,5,2,0,0.2857142857142857,3.6,1
C_003218,Non-Binary,52,Bangalore,498,Cab,9,8,1,0,0.1111111111111111,5.0,0
C_003219,Non-Binary,36,Chennai,578,Auto,9,4,3,2,0.3333333333333333,5.0,1
C_003220,Male,47,Chennai,675,Cab,12,5,5,2,0.4166666666666667,3.8,1
C_003221,Male,31,Bangalore,484,Bike,17,9,7,1,0.4117647058823529,4.3,1
C_003222,Female,37,Chennai,55,Bike,7,6,1,0,0.14285714285714285,3.7,0
C_003223,Non-Binary,42,Hyderabad,519,Auto,18,12,6,0,0.3333333333333333,3.8,1
C_003224,Non-Binary,57,Mumbai,37,Auto,12,8,4,0,0.3333333333333333,4.6,1
C_003225,Female,41,Delhi,998,Cab,12,7,4,1,0.3333333333333333,4.6,1
C_003226,Female,31,Hyderabad,545,Cab,12,10,1,1,0.08333333333333333,4.1,0
C_003227,Male,43,Hyderabad,562,Bike,10,5,3,2,0.3,4.8,1
C_003228,Female,55,Mumbai,956,Cab,9,6,1,2,0.1111111111111111,3.9,0
C_003229,Female,40,Chennai,178,Cab,13,10,1,2,0.07692307692307693,4.3,0
C_003230,Male,39,Mumbai,517,Auto,9,6,3,0,0.3333333333333333,4.8,1
C_003231,Female,36,Hyderabad,54,Cab,13,11,1,1,0.07692307692307693,3.7,0
C_003232,Male,63,Bangalore,684,Cab,10,6,2,2,0.2,3.6,0
C_003233,Female,20,Bangalore,786,Auto,10,6,2,2,0.2,5.0,0
C_003234,Male,59,Hyderabad,960,Cab,11,6,3,2,0.2727272727272727,4.1,1
C_003235,Female,36,Bangalore,974,Auto,12,5,4,3,0.3333333333333333,4.6,1
C_003236,Female,26,Chennai,584,Bike,8,2,5,1,0.625,4.8,1
C_003237,Non-Binary,45,Mumbai,454,Cab,13,10,1,2,0.07692307692307693,4.4,0
C_003238,Non-Binary,37,Delhi,322,Bike,12,6,5,1,0.4166666666666667,4.8,1
C_003239,Male,62,Mumbai,214,Cab,10,9,1,0,0.1,4.9,0
C_003240,Female,24,Delhi,583,Cab,6,5,0,1,0.0,4.9,0
C_003241,Male,31,Hyderabad,460,Auto,12,7,5,0,0.4166666666666667,3.6,1
C_003242,Non-Binary,26,Hyderabad,633,Auto,6,4,2,0,0.3333333333333333,4.0,1
C_003243,Male,36,Delhi,346,Cab,11,9,2,0,0.18181818181818182,4.8,0
C_003244,Female,64,Bangalore,427,Cab,8,3,2,3,0.25,4.6,1
C_003245,Non-Binary,31,Hyderabad,353,Cab,14,12,2,0,0.14285714285714285,4.3,0
C_003246,Non-Binary,55,Chennai,594,Bike,8,5,2,1,0.25,4.5,1
C_003247,Female,53,Chennai,625,Auto,18,11,4,3,0.2222222222222222,3.7,1
C_003248,Male,57,Chennai,575,Auto,11,6,3,2,0.2727272727272727,4.5,1
C_003249,Female,34,Chennai,105,Bike,6,2,2,2,0.3333333333333333,4.6,1
C_003250,Male,47,Delhi,894,Cab,9,8,1,0,0.1111111111111111,5.0,0
C_003251,Female,26,Bangalore,949,Auto,15,10,4,1,0.26666666666666666,4.6,1
C_003252,Female,50,Delhi,945,Auto,9,3,4,2,0.4444444444444444,4.3,1
C_003253,Female,42,Hyderabad,738,Auto,12,8,3,1,0.25,4.2,1
C_003254,Female,31,Chennai,515,Bike,7,5,2,0,0.2857142857142857,4.6,1
C_003255,Male,28,Chennai,827,Auto,8,7,1,0,0.125,3.6,0
C_003256,Male,52,Chennai,117,Cab,10,6,4,0,0.4,4.7,1
C_003257,Non-Binary,58,Hyderabad,776,Bike,8,5,2,1,0.25,4.3,1
C_003258,Male,31,Mumbai,261,Cab,9,5,4,0,0.4444444444444444,4.7,1
C_003259,Male,47,Delhi,36,Cab,10,5,4,1,0.4,4.7,1
C_003260,Non-Binary,58,Bangalore,833,Cab,7,6,1,0,0.14285714285714285,5.0,0
C_003261,Non-Binary,21,Hyderabad,579,Bike,7,5,2,0,0.2857142857142857,4.1,1
C_003262,Male,21,Mumbai,81,Auto,11,7,2,2,0.18181818181818182,4.0,0
C_003263,Male,45,Mumbai,684,Bike,6,3,2,1,0.3333333333333333,4.5,1
C_003264,Male,25,Bangalore,971,Auto,10,7,2,1,0.2,4.4,0
C_003265,Non-Binary,19,Hyderabad,948,Cab,8,5,2,1,0.25,3.9,1
C_003266,Male,58,Mumbai,425,Bike,11,9,2,0,0.18181818181818182,4.2,0
C_003267,Male,63,Chennai,250,Bike,9,6,3,0,0.3333333333333333,3.7,1
C_003268,Non-Binary,39,Bangalore,457,Cab,13,5,8,0,0.6153846153846154,3.5,1
C_003269,Non-Binary,58,Chennai,781,Bike,9,4,5,0,0.5555555555555556,3.8,1
C_003270,Female,33,Bangalore,172,Bike,11,7,3,1,0.2727272727272727,3.6,1
C_003271,Non-Binary,46,Delhi,890,Auto,11,8,2,1,0.18181818181818182,4.1,0
C_003272,Female,47,Delhi,392,Auto,14,11,3,0,0.21428571428571427,3.8,1
C_003273,Male,29,Hyderabad,411,Bike,9,6,2,1,0.2222222222222222,4.4,1
C_003274,Non-Binary,52,Mumbai,590,Bike,11,7,3,1,0.2727272727272727,4.7,1
C_003275,Non-Binary,28,Chennai,306,Auto,14,9,4,1,0.2857142857142857,4.4,1
