driver_id,driver_age,driver_city,vehicle_type,driver_experience_years,total_assigned_rides,accepted_rides,incomplete_rides,delay_count,acceptance_rate,delay_rate,avg_driver_rating,avg_pickup_delay_min,driver_delay_flag
D_001336,52,Chennai,Bike,13,16,14,0,0,0.88,0.0,4.6,2.0,0
D_001337,44,Mumbai,Auto,7,25,15,2,1,0.6,0.04,4.6,3.6,0
D_001338,28,Mumbai,Cab,5,21,18,3,3,0.86,0.14,4.2,5.1,1
D_001339,54,Delhi,Bike,12,20,13,2,1,0.65,0.05,4.2,3.8,0
D_001340,33,Bangalore,Auto,6,24,18,1,1,0.75,0.04,4.3,4.6,0
D_001341,33,Delhi,Cab,8,20,15,0,0,0.75,0.0,4.5,4.0,0
D_001342,40,Mumbai,Auto,1,19,13,1,0,0.68,0.0,4.4,2.0,0
D_001343,30,Delhi,Cab,13,24,16,4,2,0.67,0.08,4.9,3.2,0
D_001344,31,Hyderabad,Bike,11,21,15,0,0,0.71,0.0,4.6,4.0,0
D_001345,38,Hyderabad,Cab,13,15,15,2,2,1.0,0.13,4.4,3.0,1
D_001346,31,Mumbai,Bike,12,20,17,3,2,0.85,0.1,4.0,3.5,0
D_001347,33,Chennai,Auto,1,18,14,1,1,0.78,0.06,4.6,4.9,0
D_001348,36,Delhi,Cab,5,16,12,2,2,0.75,0.12,4.0,4.8,1
D_001349,52,Hyderabad,Auto,1,17,14,2,1,0.82,0.06,4.8,3.9,0
D_001350,36,Delhi,Cab,3,18,15,0,0,0.83,0.0,4.9,3.0,0
D_001351,49,Mumbai,Bike,10,22,18,2,1,0.82,0.05,4.3,3.8,0
D_001352,25,Delhi,Bike,9,19,17,3,2,0.89,0.11,4.7,4.6,1
D_001353,22,Mumbai,Auto,14,14,11,0,0,0.79,0.0,4.4,4.0,0
D_001354,38,Mumbai,Auto,13,25,22,3,2,0.88,0.08,4.1,3.2,0
D_001355,54,Delhi,Cab,7,17,14,0,0,0.82,0.0,4.4,4.0,0
D_001356,42,Hyderabad,Auto,12,15,12,2,2,0.8,0.13,4.1,4.0,1
D_001357,47,Delhi,Auto,6,18,13,0,0,0.72,0.0,4.1,2.0,0
D_001358,26,Hyderabad,Bike,8,16,16,0,0,1.0,0.0,4.4,3.0,0
D_001359,54,Chennai,Cab,8,22,18,3,2,0.82,0.09,4.9,4.4,0
D_001360,22,Chennai,Auto,6,14,9,2,1,0.64,0.07,4.9,2.0,0
D_001361,27,Mumbai,Bike,4,17,15,0,0,0.88,0.0,4.2,2.0,0
D_001362,23,Hyderabad,Bike,4,17,13,0,0,0.76,0.0,4.5,4.0,0
D_001363,26,Chennai,Cab,4,18,13,1,1,0.72,0.06,4.4,3.9,0
D_001364,47,Chennai,Auto,6,17,11,1,0,0.65,0.0,4.4,3.0,0
D_001365,34,Delhi,Bike,1,23,18,2,1,0.78,0.04,4.1,4.6,0
D_001366,33,Hyderabad,Auto,12,20,15,0,0,0.75,0.0,4.7,4.0,0
D_001367,26,Hyderabad,Cab,2,21,15,1,1,0.71,0.05,4.7,4.8,0
D_001368,23,Delhi,Bike,6,16,13,0,0,0.81,0.0,4.0,2.0,0
D_001369,25,Hyderabad,Bike,14,23,14,0,0,0.61,0.0,4.4,1.0,0
D_001370,48,Mumbai,Auto,14,19,13,2,1,0.68,0.05,4.1,1.8,0
D_001371,31,Mumbai,Auto,11,18,12,1,1,0.67,0.06,4.5,3.9,0
D_001372,34,Chennai,Auto,1,24,20,3,3,0.83,0.12,4.4,4.8,1
D_001373,23,Hyderabad,Cab,9,21,18,2,1,0.86,0.05,4.2,3.8,0
D_001374,47,Delhi,Cab,12,24,16,4,2,0.67,0.08,4.7,2.2,0
D_001375,36,Bangalore,Auto,6,14,9,1,0,0.64,0.0,4.2,1.0,0
D_001376,31,Delhi,Auto,7,19,17,0,0,0.89,0.0,4.3,1.0,0
D_001377,43,Mumbai,Cab,14,21,17,0,0,0.81,0.0,4.2,3.0,0
D_001378,46,Bangalore,Auto,12,15,11,2,1,0.73,0.07,4.1,3.0,0
D_001379,36,Hyderabad,Auto,1,22,18,0,0,0.82,0.0,4.1,2.0,0
D_001380,34,Mumbai,Bike,8,14,12,0,0,0.86,0.0,4.6,1.0,0
D_001381,29,Mumbai,Bike,12,19,14,1,0,0.74,0.0,4.4,2.0,0
D_001382,42,Hyderabad,Bike,12,20,18,1,1,0.9,0.05,4.8,2.8,0
D_001383,42,Chennai,Cab,12,20,16,1,0,0.8,0.0,4.8,1.0,0
D_001384,43,Hyderabad,Cab,12,21,13,1,1,0.62,0.05,4.2,4.8,0
D_001385,54,Delhi,Cab,12,22,16,1,1,0.73,0.05,4.2,4.8,0
D_001386,48,Delhi,Bike,5,18,15,0,0,0.83,0.0,4.3,2.0,0
D_001387,43,Hyderabad,Auto,5,26,20,5,5,0.77,0.19,4.5,4.8,1
D_001388,51,Delhi,Bike,14,23,18,2,0,0.78,0.0,4.4,3.0,0
D_001389,30,Mumbai,Auto,6,23,17,1,1,0.74,0.04,4.1,3.6,0
D_001390,39,Chennai,Auto,7,11,10,2,0,0.91,0.0,4.0,3.0,0
D_001391,26,Delhi,Auto,7,21,19,5,4,0.9,0.19,4.9,3.8,1
D_001392,48,Chennai,Bike,5,15,11,1,0,0.73,0.0,4.8,2.0,0
D_001393,27,Mumbai,Cab,1,29,24,1,1,0.83,0.03,4.6,2.4,0
D_001394,53,Hyderabad,Bike,11,13,10,1,1,0.77,0.08,4.1,3.2,0
D_001395,29,Chennai,Auto,9,17,12,1,0,0.71,0.0,4.4,4.0,0
D_001396,42,Bangalore,Bike,6,21,15,0,0,0.71,0.0,4.5,1.0,0
D_001397,39,Mumbai,Auto,13,19,16,4,4,0.84,0.21,4.6,7.2,1
D_001398,35,Bangalore,Auto,9,17,12,0,0,0.71,0.0,4.5,1.0,0
D_001399,36,Mumbai,Auto,11,21,17,1,1,0.81,0.05,4.5,1.8,0
D_001400,47,Chennai,Bike,4,21,18,1,1,0.86,0.05,4.0,1.8,0
D_001401,53,Hyderabad,Auto,2,18,15,1,1,0.83,0.06,4.1,4.9,0
D_001402,49,Delhi,Auto,13,28,22,1,1,0.79,0.04,4.2,2.6,0
D_001403,53,Chennai,Bike,13,16,13,0,0,0.81,0.0,4.7,4.0,0
D_001404,34,Mumbai,Auto,3,16,9,2,1,0.56,0.06,4.4,2.9,0
D_001405,36,Chennai,Cab,12,12,11,1,0,0.92,0.0,4.8,3.0,0
D_001406,39,Hyderabad,Auto,4,17,13,1,1,0.76,0.06,4.8,1.9,0
D_001407,27,Chennai,Cab,10,23,18,2,2,0.78,0.09,4.5,4.4,0
D_001408,32,Chennai,Cab,12,19,13,0,0,0.68,0.0,4.0,4.0,0
D_001409,53,Chennai,Cab,8,24,22,4,3,0.92,0.12,5.0,5.8,1
D_001410,41,Bangalore,Auto,3,17,14,3,3,0.82,0.18,4.9,5.7,1
D_001411,54,Mumbai,Cab,8,21,18,0,0,0.86,0.0,4.8,4.0,0
D_001412,29,Bangalore,Auto,6,29,19,3,1,0.66,0.03,4.4,4.4,0
D_001413,26,Delhi,Bike,4,24,18,0,0,0.75,0.0,4.9,2.0,0
D_001414,35,Hyderabad,Cab,14,24,21,4,4,0.88,0.17,4.6,4.6,1
D_001415,42,Chennai,Bike,7,25,21,1,0,0.84,0.0,4.2,2.0,0
D_001416,45,Bangalore,Bike,14,26,18,5,2,0.69,0.08,4.9,2.2,0
D_001417,38,Bangalore,Bike,11,20,16,1,0,0.8,0.0,4.2,2.0,0
D_001418,39,Mumbai,Cab,13,23,19,1,1,0.83,0.04,4.3,4.6,0
D_001419,33,Chennai,Cab,5,20,14,2,1,0.7,0.05,4.1,3.8,0
D_001420,37,Hyderabad,Bike,5,19,11,1,0,0.58,0.0,4.3,1.0,0
D_001421,25,Mumbai,Bike,9,16,12,1,1,0.75,0.06,4.0,2.9,0
D_001422,46,Bangalore,Bike,13,30,21,2,2,0.7,0.07,4.4,3.0,0
D_001423,49,Bangalore,Bike,3,17,11,1,1,0.65,0.06,4.6,4.9,0
D_001424,32,Hyderabad,Bike,10,11,8,0,0,0.73,0.0,5.0,4.0,0
D_001425,34,Bangalore,Auto,4,20,16,1,1,0.8,0.05,4.7,1.8,0
D_001426,52,Mumbai,Bike,5,14,11,0,0,0.79,0.0,4.6,2.0,0
D_001427,46,Hyderabad,Bike,1,16,15,2,0,0.94,0.0,4.4,2.0,0
D_001428,31,Mumbai,Cab,7,18,10,1,1,0.56,0.06,4.2,3.9,0
D_001429,45,Hyderabad,Cab,8,20,14,1,1,0.7,0.05,4.3,4.8,0
D_001430,22,Mumbai,Auto,6,16,13,2,2,0.81,0.12,4.0,2.8,1
D_001431,46,Bangalore,Cab,9,15,9,1,1,0.6,0.07,4.3,4.0,0
D_001432,49,Mumbai,Auto,3,20,18,3,2,0.9,0.1,4.9,3.5,0
D_001433,39,Hyderabad,Auto,2,16,13,4,2,0.81,0.12,4.4,2.8,1
D_001434,27,Bangalore,Bike,5,22,15,2,0,0.68,0.0,4.6,2.0,0
D_001435,23,Bangalore,Cab,13,21,17,4,1,0.81,0.05,4.4,1.8,0
D_001436,24,Delhi,Cab,9,16,11,1,1,0.69,0.06,4.6,3.9,0
D_001437,29,Chennai,Cab,11,17,16,5,2,0.94,0.12,4.8,4.8,1
D_001438,52,Chennai,Bike,1,16,7,0,0,0.44,0.0,5.0,1.0,0
D_001439,40,Mumbai,Cab,1,14,11,2,0,0.79,0.0,4.4,1.0,0
D_001440,27,Mumbai,Auto,10,33,22,6,2,0.67,0.06,4.5,3.9,0
D_001441,35,Chennai,Cab,3,27,21,1,1,0.78,0.04,4.7,1.6,0
D_001442,24,Bangalore,Cab,10,22,17,2,1,0.77,0.05,4.3,4.8,0
D_001443,22,Chennai,Auto,3,25,20,5,2,0.8,0.08,4.4,3.2,0
D_001444,51,Hyderabad,Bike,5,19,16,2,2,0.84,0.11,4.8,5.6,1
D_001445,40,Mumbai,Cab,4,25,19,2,0,0.76,0.0,5.0,2.0,0
D_001446,40,Delhi,Auto,6,23,18,0,0,0.78,0.0,4.9,3.0,0
D_001447,30,Chennai,Bike,12,22,15,2,1,0.68,0.05,4.1,4.8,0
D_001448,28,Hyderabad,Cab,8,26,15,1,1,0.58,0.04,4.9,1.6,0
D_001449,28,Bangalore,Bike,8,24,17,4,2,0.71,0.08,4.8,2.2,0
D_001450,30,Hyderabad,Auto,11,12,12,1,1,1.0,0.08,4.1,4.2,0
D_001451,25,Bangalore,Bike,4,22,16,1,1,0.73,0.05,4.4,3.8,0
D_001452,46,Delhi,Auto,1,15,11,3,1,0.73,0.07,4.9,4.0,0
D_001453,33,Mumbai,Cab,13,14,11,0,0,0.79,0.0,4.2,1.0,0
D_001454,27,Hyderabad,Auto,14,20,12,4,3,0.6,0.15,4.7,5.2,1
D_001455,39,Chennai,Auto,14,16,15,0,0,0.94,0.0,4.8,2.0,0
D_001456,42,Delhi,Bike,7,16,12,3,3,0.75,0.19,4.9,4.8,1
D_001457,36,Mumbai,Cab,6,15,11,4,3,0.73,0.2,4.4,6.0,1
D_001458,24,Mumbai,Bike,5,16,10,1,1,0.62,0.06,4.9,3.9,0
D_001459,23,Hyderabad,Auto,4,23,17,0,0,0.74,0.0,4.8,1.0,0
D_001460,25,Delhi,Cab,6,23,18,1,1,0.78,0.04,4.7,1.6,0
D_001461,53,Delhi,Cab,8,24,16,2,1,0.67,0.04,4.3,1.6,0
D_001462,23,Hyderabad,Auto,6,13,11,3,2,0.85,0.15,4.7,6.2,1
D_001463,50,Chennai,Auto,3,25,20,3,2,0.8,0.08,5.0,5.2,0
D_001464,23,Hyderabad,Auto,9,20,16,1,1,0.8,0.05,4.1,3.8,0
D_001465,48,Mumbai,Bike,3,21,15,1,0,0.71,0.0,4.1,1.0,0
D_001466,39,Delhi,Auto,4,14,10,1,0,0.71,0.0,4.8,4.0,0
D_001467,40,Delhi,Bike,13,26,22,2,2,0.85,0.08,4.4,5.2,0
D_001468,48,Mumbai,Bike,5,19,14,0,0,0.74,0.0,4.2,4.0,0
D_001469,41,Hyderabad,Bike,11,16,13,1,1,0.81,0.06,4.6,2.9,0
D_001470,42,Hyderabad,Bike,2,25,20,3,2,0.8,0.08,4.1,2.2,0
D_001471,44,Chennai,Cab,11,17,14,1,1,0.82,0.06,4.8,4.9,0
D_001472,51,Bangalore,Cab,10,20,13,0,0,0.65,0.0,4.3,3.0,0
D_001473,46,Mumbai,Cab,11,20,18,1,1,0.9,0.05,4.9,1.8,0
D_001474,52,Hyderabad,Bike,10,18,14,2,0,0.78,0.0,5.0,3.0,0
D_001475,48,Chennai,Auto,2,15,11,1,1,0.73,0.07,4.2,3.0,0
D_001476,29,Chennai,Bike,6,21,14,2,1,0.67,0.05,4.6,2.8,0
D_001477,40,Delhi,Bike,14,17,14,1,1,0.82,0.06,4.6,2.9,0
D_001478,47,Bangalore,Auto,2,23,11,1,0,0.48,0.0,4.4,2.0,0
D_001479,49,Hyderabad,Bike,10,19,15,0,0,0.79,0.0,4.2,3.0,0
D_001480,25,Mumbai,Cab,1,27,20,1,1,0.74,0.04,4.7,4.6,0
D_001481,52,Chennai,Bike,8,25,22,3,2,0.88,0.08,4.8,4.2,0
D_001482,37,Delhi,Bike,10,9,6,1,0,0.67,0.0,4.4,4.0,0
D_001483,31,Chennai,Cab,14,25,19,4,1,0.76,0.04,4.9,3.6,0
D_001484,31,Bangalore,Auto,10,18,16,0,0,0.89,0.0,4.0,2.0,0
D_001485,30,Bangalore,Auto,13,15,15,2,1,1.0,0.07,4.4,2.0,0
D_001486,40,Hyderabad,Auto,1,20,19,1,1,0.95,0.05,4.8,4.8,0
D_001487,40,Mumbai,Cab,10,20,13,2,1,0.65,0.05,4.7,3.8,0
D_001488,33,Mumbai,Bike,14,16,14,2,1,0.88,0.06,4.5,4.9,0
D_001489,34,Delhi,Bike,6,15,12,1,0,0.8,0.0,4.7,2.0,0
D_001490,46,Chennai,Bike,12,24,15,1,1,0.62,0.04,4.6,1.6,0
D_001491,46,Mumbai,Bike,14,23,18,0,0,0.78,0.0,4.6,1.0,0
D_001492,49,Bangalore,Cab,1,13,8,1,1,0.62,0.08,4.6,3.2,0
D_001493,51,Chennai,Bike,8,26,18,3,3,0.69,0.12,4.8,3.8,1
D_001494,26,Mumbai,Cab,14,21,16,1,1,0.76,0.05,4.7,4.8,0
D_001495,38,Mumbai,Cab,5,18,16,2,0,0.89,0.0,4.8,4.0,0
D_001496,39,Bangalore,Cab,3,18,12,1,1,0.67,0.06,4.6,4.9,0
D_001497,42,Mumbai,Bike,5,15,12,3,1,0.8,0.07,4.9,4.0,0
D_001498,43,Chennai,Bike,13,24,16,3,1,0.67,0.04,4.3,3.6,0
D_001499,27,Hyderabad,Cab,1,22,20,1,1,0.91,0.05,4.7,2.8,0
D_001500,37,Hyderabad,Auto,1,16,14,0,0,0.88,0.0,4.9,2.0,0
D_001501,23,Delhi,Auto,12,17,16,1,1,0.94,0.06,4.0,4.9,0
D_001502,22,Hyderabad,Auto,14,20,16,2,0,0.8,0.0,4.4,4.0,0
D_001503,51,Chennai,Auto,4,18,13,1,1,0.72,0.06,4.6,3.9,0
D_001504,44,Bangalore,Auto,9,19,15,2,2,0.79,0.11,4.2,2.6,1
D_001505,22,Bangalore,Bike,14,24,19,2,2,0.79,0.08,4.8,2.2,0
D_001506,40,Bangalore,Auto,9,16,10,2,1,0.62,0.06,4.8,1.9,0
D_001507,24,Mumbai,Auto,1,13,10,3,1,0.77,0.08,4.1,2.2,0
D_001508,23,Bangalore,Cab,3,24,15,3,1,0.62,0.04,4.9,2.6,0
D_001509,38,Hyderabad,Auto,13,24,22,5,4,0.92,0.17,4.5,3.6,1
D_001510,49,Delhi,Cab,12,16,13,0,0,0.81,0.0,4.6,1.0,0
D_001511,39,Chennai,Bike,4,19,13,0,0,0.68,0.0,4.8,2.0,0
D_001512,54,Bangalore,Cab,2,22,14,3,2,0.64,0.09,4.1,3.4,0
D_001513,36,Bangalore,Cab,7,14,13,2,1,0.93,0.07,4.0,5.0,0
D_001514,43,Mumbai,Bike,3,14,9,1,0,0.64,0.0,4.5,3.0,0
D_001515,48,Hyderabad,Bike,1,16,12,3,2,0.75,0.12,4.9,3.8,1
D_001516,53,Chennai,Auto,1,19,14,2,0,0.74,0.0,4.4,4.0,0
D_001517,40,Chennai,Auto,3,18,15,2,2,0.83,0.11,4.6,5.6,1
D_001518,49,Delhi,Auto,6,19,14,0,0,0.74,0.0,4.4,4.0,0
D_001519,49,Chennai,Bike,4,22,16,2,1,0.73,0.05,4.8,4.8,0
D_001520,31,Bangalore,Auto,1,23,19,4,3,0.83,0.13,4.1,6.0,1
D_001521,41,Bangalore,Auto,7,18,16,3,3,0.89,0.17,4.9,5.6,1
D_001522,46,Hyderabad,Cab,2,16,12,2,1,0.75,0.06,4.7,1.9,0
D_001523,42,Hyderabad,Cab,12,21,16,0,0,0.76,0.0,4.9,2.0,0
D_001524,35,Hyderabad,Bike,5,30,23,1,0,0.77,0.0,4.6,2.0,0
D_001525,43,Delhi,Bike,8,17,13,1,1,0.76,0.06,4.6,2.9,0
D_001526,47,Delhi,Auto,7,19,17,1,1,0.89,0.05,4.8,1.8,0
D_001527,32,Hyderabad,Bike,11,20,15,1,1,0.75,0.05,4.1,2.8,0
D_001528,28,Mumbai,Auto,12,22,15,2,1,0.68,0.05,4.9,1.8,0
D_001529,38,Mumbai,Cab,8,24,19,1,1,0.79,0.04,4.3,3.6,0
D_001530,39,Mumbai,Cab,13,18,12,0,0,0.67,0.0,4.3,3.0,0
D_001531,28,Hyderabad,Cab,10,19,17,4,2,0.89,0.11,4.1,4.6,1
D_001532,41,Delhi,Auto,14,18,16,1,0,0.89,0.0,4.5,4.0,0
D_001533,32,Chennai,Auto,11,20,12,2,2,0.6,0.1,4.7,4.5,0
D_001534,37,Bangalore,Auto,6,8,6,1,0,0.75,0.0,4.5,1.0,0
D_001535,48,Delhi,Bike,7,22,18,1,0,0.82,0.0,4.6,3.0,0
D_001536,32,Bangalore,Bike,9,19,15,2,2,0.79,0.11,4.7,4.6,1
D_001537,37,Chennai,Bike,6,20,14,3,3,0.7,0.15,4.2,5.2,1
D_001538,44,Chennai,Cab,9,24,21,1,0,0.88,0.0,4.5,4.0,0
D_001539,33,Delhi,Auto,13,24,18,3,3,0.75,0.12,4.7,5.8,1
D_001540,24,Bangalore,Bike,12,17,10,0,0,0.59,0.0,4.7,2.0,0
D_001541,23,Bangalore,Auto,2,18,14,0,0,0.78,0.0,4.4,1.0,0
D_001542,45,Bangalore,Cab,13,21,19,1,0,0.9,0.0,4.0,4.0,0
D_001543,50,Mumbai,Auto,2,25,20,4,1,0.8,0.04,4.2,4.6,0
D_001544,41,Mumbai,Auto,14,16,14,1,1,0.88,0.06,4.7,3.9,0
D_001545,39,Chennai,Cab,2,25,17,1,1,0.68,0.04,4.6,3.6,0
D_001546,35,Hyderabad,Cab,6,12,10,0,0,0.83,0.0,4.8,3.0,0
D_001547,39,Bangalore,Bike,2,18,15,0,0,0.83,0.0,4.1,3.0,0
D_001548,23,Bangalore,Bike,3,21,16,0,0,0.76,0.0,4.1,3.0,0
D_001549,22,Delhi,Bike,13,18,13,0,0,0.72,0.0,5.0,3.0,0
D_001550,41,Chennai,Cab,8,16,14,1,1,0.88,0.06,4.5,1.9,0
D_001551,32,Bangalore,Auto,8,11,7,1,1,0.64,0.09,4.1,2.3,0
D_001552,48,Bangalore,Cab,11,17,11,0,0,0.65,0.0,4.8,2.0,0
D_001553,44,Mumbai,Auto,12,20,16,2,0,0.8,0.0,4.0,1.0,0
D_001554,24,Bangalore,Bike,4,25,17,2,2,0.68,0.08,4.5,4.2,0
D_001555,33,Delhi,Bike,9,17,15,4,1,0.88,0.06,4.6,2.9,0
D_001556,51,Chennai,Cab,8,17,15,2,2,0.88,0.12,4.3,2.8,1
D_001557,52,Chennai,Cab,1,14,10,2,0,0.71,0.0,4.5,3.0,0
D_001558,44,Bangalore,Bike,8,24,18,0,0,0.75,0.0,4.8,4.0,0
D_001559,22,Bangalore,Auto,1,11,9,1,0,0.82,0.0,4.5,3.0,0
D_001560,41,Bangalore,Cab,4,28,22,4,3,0.79,0.11,4.9,5.6,1
D_001561,27,Delhi,Cab,10,24,19,1,1,0.79,0.04,4.9,2.6,0
D_001562,32,Hyderabad,Cab,6,24,15,0,0,0.62,0.0,4.1,4.0,0
D_001563,25,Bangalore,Bike,7,20,9,2,1,0.45,0.05,4.0,3.8,0
D_001564,50,Hyderabad,Auto,10,19,12,0,0,0.63,0.0,4.4,1.0,0
D_001565,31,Chennai,Bike,13,26,18,2,1,0.69,0.04,4.0,4.6,0
D_001566,50,Chennai,Bike,4,22,19,3,0,0.86,0.0,4.7,1.0,0
D_001567,22,Mumbai,Auto,8,33,30,2,2,0.91,0.06,4.1,3.9,0
D_001568,29,Mumbai,Auto,8,11,7,0,0,0.64,0.0,4.3,1.0,0
D_001569,38,Bangalore,Auto,14,15,12,0,0,0.8,0.0,4.8,1.0,0
D_001570,40,Mumbai,Cab,14,14,12,1,1,0.86,0.07,4.4,5.0,0
D_001571,54,Chennai,Bike,14,26,19,0,0,0.73,0.0,4.7,3.0,0
D_001572,36,Bangalore,Bike,9,18,16,2,1,0.89,0.06,4.0,4.9,0
D_001573,52,Bangalore,Bike,14,20,16,0,0,0.8,0.0,4.6,3.0,0
D_001574,42,Chennai,Auto,6,22,20,1,1,0.91,0.05,4.4,4.8,0
D_001575,24,Chennai,Auto,4,21,17,0,0,0.81,0.0,4.7,2.0,0
D_001576,23,Bangalore,Bike,2,32,26,3,1,0.81,0.03,4.8,1.4,0
D_001577,37,Hyderabad,Auto,7,20,16,0,0,0.8,0.0,4.4,4.0,0
D_001578,42,Delhi,Cab,10,17,10,0,0,0.59,0.0,4.3,2.0,0
D_001579,33,Hyderabad,Cab,3,21,14,1,1,0.67,0.05,4.5,2.8,0
D_001580,49,Bangalore,Cab,11,27,19,1,0,0.7,0.0,4.5,1.0,0
D_001581,33,Hyderabad,Auto,13,13,9,2,2,0.69,0.15,4.5,6.2,1
D_001582,54,Delhi,Cab,12,18,13,4,3,0.72,0.17,4.3,3.6,1
D_001583,41,Chennai,Cab,3,21,17,2,0,0.81,0.0,4.8,4.0,0
D_001584,42,Delhi,Bike,3,13,9,1,0,0.69,0.0,4.4,4.0,0
D_001585,43,Delhi,Cab,4,13,11,2,0,0.85,0.0,4.0,3.0,0
D_001586,47,Chennai,Cab,2,25,23,1,0,0.92,0.0,4.4,4.0,0
D_001587,28,Delhi,Auto,13,12,11,0,0,0.92,0.0,4.1,1.0,0
D_001588,28,Hyderabad,Bike,13,17,15,0,0,0.88,0.0,4.2,1.0,0
D_001589,29,Bangalore,Bike,5,18,15,1,0,0.83,0.0,4.3,2.0,0
D_001590,47,Hyderabad,Auto,3,17,16,3,2,0.94,0.12,4.9,3.8,1
D_001591,45,Delhi,Bike,10,26,18,2,1,0.69,0.04,4.4,4.6,0
D_001592,45,Hyderabad,Cab,5,14,11,1,1,0.79,0.07,4.7,5.0,0
D_001593,33,Bangalore,Bike,12,21,19,2,2,0.9,0.1,4.8,2.5,0
D_001594,29,Mumbai,Cab,13,23,19,1,1,0.83,0.04,4.6,3.6,0
D_001595,30,Bangalore,Auto,7,21,18,2,0,0.86,0.0,4.4,1.0,0
D_001596,24,Mumbai,Auto,9,14,9,2,1,0.64,0.07,4.1,2.0,0
D_001597,42,Chennai,Cab,2,27,22,4,2,0.81,0.07,4.0,2.0,0
D_001598,52,Bangalore,Auto,9,12,10,0,0,0.83,0.0,4.2,1.0,0
D_001599,45,Mumbai,Cab,10,15,10,2,2,0.67,0.13,4.7,5.0,1
D_001600,25,Chennai,Bike,6,23,16,3,1,0.7,0.04,4.6,3.6,0
D_001601,41,Bangalore,Bike,12,17,15,0,0,0.88,0.0,4.4,3.0,0
D_001602,37,Hyderabad,Cab,6,21,15,1,0,0.71,0.0,4.4,3.0,0
D_001603,31,Chennai,Bike,11,23,18,4,2,0.78,0.09,4.7,3.4,0
D_001604,47,Mumbai,Auto,3,17,14,2,1,0.82,0.06,4.0,4.9,0
D_001605,50,Bangalore,Bike,14,24,21,3,1,0.88,0.04,4.5,3.6,0
D_001606,26,Bangalore,Cab,10,20,11,1,0,0.55,0.0,4.2,2.0,0
D_001607,32,Delhi,Bike,13,15,10,0,0,0.67,0.0,4.1,2.0,0
D_001608,50,Mumbai,Bike,9,24,20,5,3,0.83,0.12,5.0,2.8,1
D_001609,36,Bangalore,Bike,4,20,14,0,0,0.7,0.0,4.2,3.0,0
D_001610,27,Bangalore,Cab,5,31,21,1,1,0.68,0.03,4.1,3.4,0
D_001611,36,Mumbai,Bike,3,19,15,4,3,0.79,0.16,4.1,3.4,1
D_001612,41,Bangalore,Cab,5,21,15,1,1,0.71,0.05,4.0,3.8,0
D_001613,23,Hyderabad,Cab,8,21,19,1,0,0.9,0.0,4.2,4.0,0
D_001614,37,Hyderabad,Cab,8,26,22,2,1,0.85,0.04,5.0,1.6,0
D_001615,40,Bangalore,Auto,14,18,14,2,1,0.78,0.06,5.0,1.9,0
D_001616,35,Chennai,Bike,8,19,14,0,0,0.74,0.0,4.1,1.0,0
D_001617,45,Delhi,Bike,6,22,17,2,2,0.77,0.09,4.9,5.4,0
D_001618,49,Bangalore,Bike,1,14,12,1,1,0.86,0.07,4.5,4.0,0
D_001619,53,Hyderabad,Cab,11,19,13,2,1,0.68,0.05,4.1,2.8,0
D_001620,31,Delhi,Bike,10,22,18,1,1,0.82,0.05,4.6,1.8,0
D_001621,30,Mumbai,Cab,12,20,16,1,1,0.8,0.05,4.5,1.8,0
D_001622,45,Bangalore,Auto,6,15,13,1,0,0.87,0.0,4.5,1.0,0
D_001623,50,Hyderabad,Bike,12,24,20,3,1,0.83,0.04,4.1,4.6,0
D_001624,50,Chennai,Auto,11,23,20,2,0,0.87,0.0,4.4,1.0,0
D_001625,44,Chennai,Cab,10,17,13,0,0,0.76,0.0,4.5,4.0,0
D_001626,48,Bangalore,Cab,7,25,21,3,0,0.84,0.0,4.7,2.0,0
D_001627,52,Delhi,Bike,14,17,14,1,1,0.82,0.06,4.0,4.9,0
D_001628,28,Bangalore,Auto,9,20,16,3,3,0.8,0.15,4.3,3.2,1
D_001629,25,Bangalore,Cab,12,10,7,1,1,0.7,0.1,4.5,4.5,0
D_001630,35,Hyderabad,Auto,8,19,15,3,2,0.79,0.11,4.4,5.6,1
D_001631,31,Chennai,Cab,11,17,15,3,1,0.88,0.06,4.8,1.9,0
D_001632,47,Mumbai,Bike,12,20,11,1,1,0.55,0.05,4.5,2.8,0
D_001633,44,Delhi,Cab,8,11,8,0,0,0.73,0.0,4.1,4.0,0
D_001634,30,Delhi,Bike,7,21,18,0,0,0.86,0.0,4.2,2.0,0
D_001635,29,Hyderabad,Auto,2,20,16,0,0,0.8,0.0,4.9,4.0,0
D_001636,35,Mumbai,Cab,1,16,13,1,1,0.81,0.06,4.3,2.9,0
D_001637,28,Bangalore,Cab,2,21,12,0,0,0.57,0.0,4.3,1.0,0
D_001638,28,Chennai,Auto,6,15,10,2,2,0.67,0.13,4.5,5.0,1
D_001639,30,Hyderabad,Auto,13,19,12,2,1,0.63,0.05,4.6,3.8,0
D_001640,24,Mumbai,Bike,2,19,15,1,0,0.79,0.0,4.0,2.0,0
D_001641,35,Mumbai,Bike,10,27,20,1,1,0.74,0.04,4.4,4.6,0
D_001642,38,Chennai,Auto,4,21,19,0,0,0.9,0.0,4.3,3.0,0
D_001643,43,Delhi,Bike,10,14,11,2,1,0.79,0.07,4.8,2.0,0
D_001644,47,Mumbai,Cab,3,24,19,0,0,0.79,0.0,5.0,1.0,0
D_001645,49,Mumbai,Cab,6,21,16,4,2,0.76,0.1,4.4,2.5,0
